,date,true_confirm,predict_confirm
585,20210912,2542,1916.467041015625
586,20210913,2542,1917.7291259765625
587,20210914,2548,1919.16748046875
588,20210915,2552,1920.5548095703125
589,20210916,2553,1922.27099609375
590,20210917,2555,1924.3358154296875
591,20210918,2557,1926.346923828125
592,20210919,2561,1928.5233154296875
593,20210920,2561,1930.7747802734375
594,20210921,2573,1933.113525390625
595,20210922,2575,1934.49853515625
596,20210923,2584,1936.00146484375
597,20210924,2584,1937.31787109375
598,20210925,2592,1939.1346435546875
599,20210926,2593,1940.7044677734375
600,20210927,2593,1942.407470703125
601,20210928,2595,1944.669189453125
602,20210929,2598,1947.353759765625
603,20210930,2603,1949.9072265625
604,20211001,2612,1952.474609375
605,20211002,2612,1954.945556640625
606,20211003,2622,1957.6556396484375
607,20211004,2628,1959.862060546875
608,20211005,2632,1961.9356689453125
609,20211006,2636,1963.8564453125
610,20211007,2644,1965.5789794921875
611,20211008,2646,1966.813232421875
612,20211009,2652,1968.0972900390625
613,20211010,2655,1969.3646240234375
614,20211011,2658,1970.8681640625
615,20211012,2660,1972.4957275390625
616,20211013,2661,1974.3505859375
617,20211014,2662,1976.60888671875
618,20211015,2666,1979.0958251953125
619,20211016,2671,1981.3590087890625
620,20211017,2677,1983.4970703125
621,20211018,2682,1985.522705078125
622,20211019,2689,1987.266357421875
623,20211020,2695,1988.580078125
624,20211021,2697,1989.60009765625
625,20211022,2700,1990.568603515625
626,20211023,2704,1991.6280517578125
627,20211024,2705,1993.034423828125
628,20211025,2707,1995.061279296875
629,20211026,2709,1997.38232421875
630,20211027,2709,1999.7352294921875
631,20211028,2712,2002.3062744140625
632,20211029,2717,2004.96337890625
633,20211030,2726,2007.505859375
634,20211031,2735,2009.6434326171875
635,20211101,2740,2011.47998046875
636,20211102,2745,2013.2791748046875
637,20211103,2748,2014.8497314453125
638,20211104,2751,2016.3651123046875
639,20211105,2754,2018.1278076171875
640,20211106,2757,2020.1107177734375
641,20211107,2763,2022.1328125
642,20211108,2765,2024.0216064453125
643,20211109,2768,2026.054443359375
644,20211110,2772,2027.927734375
645,20211111,2778,2029.7132568359375
646,20211112,2782,2031.701416015625
